Source,Target,Type,timestamp
dwj294u,88878r,direct,1522446294.0
dwj29wa,dwj294u,direct,1522446319.0
dwj5wpb,dwj294u,direct,1522450230.0
dwizbkv,88878r,direct,1522442397.0
dwj69y5,88878r,direct,1522450605.0
dwj86j7,88878r,direct,1522452467.0
dwiph2o,88878r,direct,1522420977.0
dwj0mck,dwiph2o,direct,1522444239.0
dwiybyp,88878r,direct,1522440865.0
dwisyyw,88878r,direct,1522429000.0
dwj1eum,88878r,direct,1522445270.0
dwj3rkh,88878r,direct,1522448003.0
dwjeenh,88878r,direct,1522458331.0
dwjemf7,88878r,direct,1522458535.0
dwjf2wc,88878r,direct,1522458971.0
dwjfzkl,88878r,direct,1522459822.0
dwjhtgj,88878r,direct,1522461547.0
dwjvtp4,88878r,direct,1522475842.0
dwjzgz0,88878r,direct,1522480101.0
dwk8fqx,88878r,direct,1522491127.0
dwirwnx,88878r,direct,1522426415.0
dwj0xsi,dwirwnx,direct,1522444668.0
dwiz84v,88878r,direct,1522442255.0
dwktjl8,88ha8y,direct,1522530972.0
dwktu7i,dwktjl8,direct,1522531422.0
dwku28r,88ha8y,direct,1522531751.0
dwkbtcd,88fvl8,direct,1522495475.0
dwkcj6m,dwkbtcd,direct,1522496414.0
dwkcple,dwkcj6m,direct,1522496649.0
dwkk28o,dwkcj6m,direct,1522509303.0
dwkmzts,dwkk28o,direct,1522516602.0
dwkn7ig,dwkk28o,direct,1522517190.0
dwkoj34,dwkn7ig,direct,1522520746.0
dwkcyh5,dwkcj6m,direct,1522496985.0
dwkafsm,88fvl8,direct,1522493678.0
dwkclkx,dwkafsm,direct,1522496500.0
dwkczu9,dwkclkx,direct,1522497037.0
dwkdk9v,dwkczu9,direct,1522497808.0
dwkebc8,dwkdk9v,direct,1522498860.0
dwkk27q,dwkclkx,direct,1522509301.0
dwkalwt,88fvl8,direct,1522493898.0
dwkaia8,88fvl8,direct,1522493767.0
dwkblym,88fvl8,direct,1522495209.0
dwkcgfw,dwkblym,direct,1522496316.0
dwklh0r,88fvl8,direct,1522512663.0
dwkn6hn,88fvl8,direct,1522517113.0
dwkppoo,88fvl8,direct,1522523752.0
dwkx7jq,88fvl8,direct,1522536053.0
dwl67lp,88fvl8,direct,1522546380.0
dwklnex,88gnmj,direct,1522513101.0
dwkkwc2,88gnmj,direct,1522511253.0
dwl5mxp,88gnmj,direct,1522545748.0
dwkzoom,88j87v,direct,1522539065.0
dwkyt2e,88j87v,direct,1522538017.0
dwl78ep,dwkyt2e,direct,1522547514.0
dwkx9jj,88huvm,direct,1522536124.0
dwl0tzc,dwkx9jj,direct,1522540386.0
dwkk6tc,88h0dc,direct,1522509590.0
dwkkbqe,dwkk6tc,direct,1522509898.0
dwkkq22,dwkkbqe,direct,1522510833.0
dwksdtt,88h0dc,direct,1522529120.0
dwl15ge,88h0dc,direct,1522540745.0
dwkjhbi,88h0dc,direct,1522508023.0
dwkji2b,dwkjhbi,direct,1522508068.0
dwkjkw3,dwkji2b,direct,1522508242.0
dwkjial,88h0dc,direct,1522508082.0
dwkjjje,dwkjial,direct,1522508157.0
dwkka17,dwkjjje,direct,1522509790.0
dwkkge0,dwkka17,direct,1522510202.0
dwkm2i4,dwkka17,direct,1522514152.0
dwkjwe6,88h0dc,direct,1522508942.0
dwj58jv,889177,direct,1522449546.0
dwk771z,dwj58jv,direct,1522489562.0
dwiuspe,889177,direct,1522433591.0
dwj6rml,dwiuspe,direct,1522451093.0
dwjdhde,dwj6rml,direct,1522457473.0
dwje4ki,dwj6rml,direct,1522458071.0
dwj7rh5,dwj6rml,direct,1522452066.0
dwjxdgu,dwj6rml,direct,1522477628.0
dwk0v3j,dwjxdgu,direct,1522481766.0
dwkcmym,dwk0v3j,direct,1522496551.0
dwkvu6e,dwkcmym,direct,1522534279.0
dwiwl5z,889177,direct,1522437640.0
dwiz86z,dwiwl5z,direct,1522442257.0
dwkf5bq,dwiwl5z,direct,1522500055.0
dwiupk0,889177,direct,1522433373.0
dwje9dm,889177,direct,1522458195.0
dwiuoat,889177,direct,1522433288.0
dwj8soh,889177,direct,1522453060.0
dwiuwhk,889177,direct,1522433856.0
dwj9392,889177,direct,1522453340.0
dwjg0g9,889177,direct,1522459844.0
dwj190s,889177,direct,1522445069.0
dwj40rb,889177,direct,1522448272.0
dwj91ou,889177,direct,1522453300.0
dwiuxn6,889177,direct,1522433934.0
dwiwslj,dwiuxn6,direct,1522438060.0
dwiwxp7,dwiwslj,direct,1522438336.0
dwj0i0y,dwiwxp7,direct,1522444068.0
dwj0nv5,dwj0i0y,direct,1522444296.0
dwj0rcj,dwj0nv5,direct,1522444429.0
dwj0zhh,dwj0rcj,direct,1522444731.0
dwj58ue,dwj0zhh,direct,1522449554.0
dwj5ia7,dwj58ue,direct,1522449823.0
dwiy2l4,dwiwslj,direct,1522440426.0
dwj8nqe,dwiuxn6,direct,1522452928.0
dwjatpy,dwj8nqe,direct,1522454968.0
dwjb9yw,dwjatpy,direct,1522455395.0
dwjbm71,dwjb9yw,direct,1522455715.0
dwkpvmr,889177,direct,1522524150.0
dwj2so0,889177,direct,1522446921.0
dwj53uy,dwj2so0,direct,1522449413.0
dwjow6r,889177,direct,1522468511.0
dwkcdbm,dwjow6r,direct,1522496204.0
dwj5gje,889177,direct,1522449771.0
dwj6nnb,dwj5gje,direct,1522450984.0
dwkce3y,dwj6nnb,direct,1522496232.0
dwj4pko,889177,direct,1522448999.0
dwixc3o,889177,direct,1522439102.0
dwj4sdl,dwixc3o,direct,1522449080.0
dwj8q3g,dwixc3o,direct,1522452990.0
dwj0nxj,889177,direct,1522444299.0
dwj50s9,dwj0nxj,direct,1522449325.0
dwj5sm8,dwj50s9,direct,1522450115.0
dwj786n,dwj5sm8,direct,1522451547.0
dwj7zr2,dwj786n,direct,1522452286.0
dwj5dzy,889177,direct,1522449700.0
dwj5kqp,dwj5dzy,direct,1522449893.0
dwj6i07,dwj5kqp,direct,1522450827.0
dwjfmzq,dwj6i07,direct,1522459492.0
dwjqilm,dwjfmzq,direct,1522470147.0
dwjqsa3,dwjqilm,direct,1522470420.0
dwj8usn,dwj6i07,direct,1522453117.0
dwjc1gi,dwj8usn,direct,1522456114.0
dwkcfih,dwjc1gi,direct,1522496282.0
dwk6doi,88f5fb,direct,1522488545.0
dwkhvzd,dwk6doi,direct,1522504714.0
dwjlabt,88cqba,direct,1522464889.0
dwjli9z,dwjlabt,direct,1522465105.0
dwjr7xm,dwjli9z,direct,1522470874.0
dwjoaw1,dwjli9z,direct,1522467910.0
dwjl150,88cqba,direct,1522464640.0
dwjlhkd,dwjl150,direct,1522465086.0
dwjllsp,dwjlhkd,direct,1522465202.0
dwjqk5u,dwjllsp,direct,1522470192.0
dwjlxig,88cqba,direct,1522465528.0
dwjpx2n,dwjlxig,direct,1522469542.0
dwk30uy,dwjpx2n,direct,1522484404.0
dwk3pw9,dwjpx2n,direct,1522485256.0
dwjo11z,88cqba,direct,1522467634.0
dwjq4xk,dwjo11z,direct,1522469761.0
dwjtf4o,dwjq4xk,direct,1522473187.0
dwkla75,dwjtf4o,direct,1522512193.0
dwkws47,dwkla75,direct,1522535496.0
dwjojle,dwjo11z,direct,1522468155.0
dwjos60,dwjojle,direct,1522468398.0
dwko6lq,dwjo11z,direct,1522519818.0
dwkwnxx,dwko6lq,direct,1522535347.0
dwjnav4,88cqba,direct,1522466899.0
dwjpxyk,dwjnav4,direct,1522469567.0
dwjqgro,dwjpxyk,direct,1522470096.0
dwklapb,dwjqgro,direct,1522512226.0
dwjogua,88cqba,direct,1522468079.0
dwjtbdh,88cqba,direct,1522473075.0
dwkld46,dwjtbdh,direct,1522512391.0
dwjxj58,88cqba,direct,1522477806.0
dwjlfib,88cqba,direct,1522465030.0
dwke1i9,88cqba,direct,1522498479.0
dwkmtgk,88cqba,direct,1522516124.0
dwjls8k,88cqba,direct,1522465379.0
dwjnftk,88cqba,direct,1522467035.0
dwkd04n,dwjnftk,direct,1522497048.0
dwke7gu,dwkd04n,direct,1522498710.0
dwkw7i8,dwke7gu,direct,1522534761.0
dwjmtqx,88cqba,direct,1522466431.0
dwju1f9,88cqba,direct,1522473852.0
dwkrl40,dwju1f9,direct,1522527695.0
dwktmyi,88cqba,direct,1522531116.0
dwkx1yx,88cqba,direct,1522535856.0
dwl0xsy,88cqba,direct,1522540508.0
dwjmixq,88cqba,direct,1522466133.0
dwjn2ya,88cqba,direct,1522466682.0
dwjpryn,dwjn2ya,direct,1522469399.0
dwk34um,dwjpryn,direct,1522484539.0
dwkcwvy,dwjpryn,direct,1522496925.0
dwjopqm,88cqba,direct,1522468328.0
dwjy8lh,dwjopqm,direct,1522478634.0
dwkglou,88cqba,direct,1522502364.0
dwjsgu0,88cqba,direct,1522472172.0
dwk45nd,88cqba,direct,1522485792.0
dwkcyzx,dwk45nd,direct,1522497004.0
dwje663,88bn9p,direct,1522458111.0
dwjirn5,dwje663,direct,1522462449.0
dwjl3gt,dwjirn5,direct,1522464702.0
dwk5ye5,dwjl3gt,direct,1522488026.0
dwkwll8,dwk5ye5,direct,1522535260.0
dwl1mg8,dwkwll8,direct,1522541282.0
dwl1ree,dwl1mg8,direct,1522541438.0
dwl2919,dwl1ree,direct,1522541999.0
dwl2as8,dwl2919,direct,1522542056.0
dwjj5c8,dwjirn5,direct,1522462814.0
dwjfaox,88bn9p,direct,1522459173.0
dwjhrd9,88bn9p,direct,1522461491.0
dwjuhq7,88bn9p,direct,1522474342.0
dwjukhs,88bn9p,direct,1522474425.0
dwk3hhb,88bn9p,direct,1522484964.0
dwke3ht,88bn9p,direct,1522498558.0
dwje67u,88bn9p,direct,1522458112.0
dwjes1c,dwje67u,direct,1522458684.0
dwjfc8g,dwje67u,direct,1522459213.0
dwjgvi0,dwjfc8g,direct,1522460657.0
dwjibux,dwjgvi0,direct,1522462027.0
dwk7iha,dwjibux,direct,1522489958.0
dwjjjdf,dwjgvi0,direct,1522463191.0
dwjmluy,dwje67u,direct,1522466214.0
dwjj8dc,88cf87,direct,1522462895.0
dwjmwxu,dwjj8dc,direct,1522466519.0
dwjjgaq,88cf87,direct,1522463109.0
dwjro41,dwjjgaq,direct,1522471341.0
dwjn28j,dwjjgaq,direct,1522466664.0
dwjmu2w,dwjjgaq,direct,1522466440.0
dwjk77p,88cf87,direct,1522463833.0
dwjn0tb,dwjk77p,direct,1522466625.0
dwjl8mv,dwjk77p,direct,1522464841.0
dwjrb8w,dwjl8mv,direct,1522470971.0
dwjrh54,dwjrb8w,direct,1522471142.0
dwjt094,dwjrh54,direct,1522472744.0
dwjlsnm,dwjk77p,direct,1522465390.0
dwjr2hb,dwjlsnm,direct,1522470714.0
dwjsehr,dwjr2hb,direct,1522472101.0
dwkd6qn,dwjsehr,direct,1522497299.0
dwjt5yw,dwjr2hb,direct,1522472911.0
dwjmf6t,dwjk77p,direct,1522466029.0
dwjr4qj,dwjmf6t,direct,1522470782.0
dwjnfyr,dwjk77p,direct,1522467039.0
dwjog4d,dwjk77p,direct,1522468059.0
dwjr7wv,dwjog4d,direct,1522470874.0
dwjrv3x,dwjr7wv,direct,1522471542.0
dwjot8a,dwjk77p,direct,1522468428.0
dwjxm8e,dwjk77p,direct,1522477906.0
dwk36wi,dwjxm8e,direct,1522484609.0
dwjr2ou,88cf87,direct,1522470720.0
dwjs660,dwjr2ou,direct,1522471860.0
dwkmdcv,88cf87,direct,1522514947.0
dwjzplh,88cf87,direct,1522480387.0
dwjiket,88cf87,direct,1522462255.0
dwjje4u,dwjiket,direct,1522463051.0
dwjl74p,dwjje4u,direct,1522464799.0
dwjmx3b,dwjl74p,direct,1522466523.0
dwjjzul,88cf87,direct,1522463633.0
dwk3lug,88cf87,direct,1522485115.0
dwk6h2j,dwk3lug,direct,1522488662.0
dwkx8yl,88cf87,direct,1522536103.0
dwjru1i,88cf87,direct,1522471510.0
dwjyamk,88cf87,direct,1522478700.0
dwjio2c,88cf87,direct,1522462353.0
dwjru9u,dwjio2c,direct,1522471516.0
dwjoc34,dwjio2c,direct,1522467943.0
dwkob2p,88hn9j,direct,1522520150.0
dwkq15r,dwkob2p,direct,1522524513.0
dwku8xz,dwkob2p,direct,1522532023.0
dwkuevo,dwku8xz,direct,1522532270.0
dwl103w,dwkob2p,direct,1522540580.0
dwkonx5,88hn9j,direct,1522521105.0
dwktk99,88hn9j,direct,1522531000.0
dwkl2od,88gndl,direct,1522511684.0
dwkjce1,88gndl,direct,1522507727.0
dwkk8ko,dwkjce1,direct,1522509700.0
dwkn6hs,dwkk8ko,direct,1522517113.0
dwkbhg2,88fxek,direct,1522495045.0
dwkdnm2,88fxek,direct,1522497940.0
dwkeqqj,88fxek,direct,1522499465.0
dwkezje,88fxek,direct,1522499813.0
dwkfdy5,88fxek,direct,1522500417.0
dwkolrh,dwkfdy5,direct,1522520948.0
dwki1fb,88fxek,direct,1522505014.0
dwkki3k,88fxek,direct,1522510312.0
dwkkt4a,88fxek,direct,1522511040.0
dwkom45,88fxek,direct,1522520973.0
dwkom7p,dwkom45,direct,1522520980.0
dwkca0u,88fxek,direct,1522496087.0
dwkm7yd,88hdrw,direct,1522514556.0
dwkqxgl,dwkm7yd,direct,1522526436.0
dwkmn59,88hdrw,direct,1522515654.0
dwktwco,88hdrw,direct,1522531507.0
dwkuuzw,88hdrw,direct,1522532928.0
dwkvrg5,dwkuuzw,direct,1522534177.0
dwknnz2,88hcn0,direct,1522518448.0
dwkrxfb,88hcn0,direct,1522528316.0
dwkvds4,88hcn0,direct,1522533665.0
dwks9ct,88i6hy,direct,1522528901.0
dwkttlm,88i6hy,direct,1522531397.0
dwkv293,88i6hy,direct,1522533215.0
dwkrgm4,88i6hy,direct,1522527461.0
dwks57h,88i6hy,direct,1522528699.0
dwk5tei,88f50c,direct,1522487855.0
dwk6f50,dwk5tei,direct,1522488593.0
dwk9akg,dwk6f50,direct,1522492207.0
dwkd9eh,88f50c,direct,1522497399.0
dwk5271,88f50c,direct,1522486905.0
dwk55aq,dwk5271,direct,1522487013.0
dwk4tuv,88f50c,direct,1522486614.0
dwk4uzv,dwk4tuv,direct,1522486654.0
dwk6m8w,88f50c,direct,1522488837.0
dwkgt1d,88f50c,direct,1522502716.0
dwknnky,88hai3,direct,1522518419.0
dwkoy4y,dwknnky,direct,1522521844.0
dwkmref,88hai3,direct,1522515971.0
dwkqi8r,88i47b,direct,1522525573.0
dwl6j8c,88i47b,direct,1522546739.0
dwizl3e,8895vr,direct,1522442790.0
dwjc4b1,dwizl3e,direct,1522456191.0
dwix9zc,8895vr,direct,1522438989.0
dwk02b3,8895vr,direct,1522480808.0
dwk16ep,dwk02b3,direct,1522482145.0
dwiww5w,8895vr,direct,1522438253.0
dwjf73h,8895vr,direct,1522459080.0
dwjye0d,dwjf73h,direct,1522478810.0
dwk7ass,dwjye0d,direct,1522489692.0
dwk8u8m,dwk7ass,direct,1522491626.0
dwjo2z1,dwjf73h,direct,1522467689.0
dwjquh0,dwjo2z1,direct,1522470482.0
dwiuhkv,8895vr,direct,1522432810.0
dwiwuo2,dwiuhkv,direct,1522438174.0
dwjgasc,dwiwuo2,direct,1522460120.0
dwjoklk,dwjgasc,direct,1522468183.0
dwj37fv,dwiuhkv,direct,1522447383.0
dwj7z5h,dwj37fv,direct,1522452270.0
dwjcu1q,dwj7z5h,direct,1522456867.0
dwivx8k,dwiuhkv,direct,1522436215.0
dwiw0nv,dwivx8k,direct,1522436427.0
dwiw2d2,dwiw0nv,direct,1522436531.0
dwiwsdy,dwiw2d2,direct,1522438048.0
dwjc2a9,dwiw2d2,direct,1522456137.0
dwjc7ep,dwjc2a9,direct,1522456273.0
dwiwhr4,dwiw2d2,direct,1522437444.0
dwix5kg,dwiwhr4,direct,1522438756.0
dwk0rna,dwix5kg,direct,1522481648.0
dwk13fe,dwk0rna,direct,1522482044.0
dwjc6sd,dwiwhr4,direct,1522456256.0
dwk0tw4,dwjc6sd,direct,1522481724.0
dwiy1hx,dwiw2d2,direct,1522440374.0
dwiykt3,dwiy1hx,direct,1522441257.0
dwj9q8l,dwiykt3,direct,1522453941.0
dwjag82,dwj9q8l,direct,1522454615.0
dwjbxag,dwiw0nv,direct,1522456004.0
dwk04j2,dwjbxag,direct,1522480882.0
dwjmsey,8895vr,direct,1522466395.0
dwivxc5,8895vr,direct,1522436221.0
dwiz7dh,dwivxc5,direct,1522442224.0
dwizach,dwiz7dh,direct,1522442348.0
dwj87bv,dwivxc5,direct,1522452487.0
dwjb94g,dwj87bv,direct,1522455373.0
dwjgjs3,dwj87bv,direct,1522460354.0
dwj030w,dwivxc5,direct,1522443495.0
dwj06mj,dwj030w,direct,1522443635.0
dwj3ohy,dwj06mj,direct,1522447909.0
dwj4b17,dwj3ohy,direct,1522448574.0
dwj5kwx,dwj4b17,direct,1522449898.0
dwj8o83,dwj5kwx,direct,1522452941.0
dwjt1gj,dwj8o83,direct,1522472779.0
dwjt7n5,dwjt1gj,direct,1522472962.0
dwju9co,dwjt7n5,direct,1522474090.0
_,dwju9co,direct,
dwjce9t,dwj8o83,direct,1522456454.0
dwjgouq,dwj3ohy,direct,1522460485.0
dwjij3y,dwjgouq,direct,1522462219.0
dwjmb8g,dwjij3y,direct,1522465917.0
dwjp6og,dwjij3y,direct,1522468804.0
dwjra64,dwjp6og,direct,1522470941.0
dwk2w8b,dwjra64,direct,1522484246.0
dwk5ozi,dwk2w8b,direct,1522487702.0
_,dwk5ozi,direct,
dwk2db6,dwj030w,direct,1522483602.0
dwk5meb,dwk2db6,direct,1522487614.0
dwka7gp,dwk5meb,direct,1522493377.0
dwkc441,dwka7gp,direct,1522495868.0
dwkd12x,dwkc441,direct,1522497084.0
dwke03l,dwkd12x,direct,1522498423.0
dwl8le1,dwke03l,direct,1522549027.0
dwj27f8,8895vr,direct,1522446237.0
dwj4uyx,dwj27f8,direct,1522449156.0
dwj8fc0,dwj4uyx,direct,1522452702.0
dwjru9q,dwj8fc0,direct,1522471516.0
dwjgux9,dwj4uyx,direct,1522460642.0
dwj79rk,8895vr,direct,1522451589.0
dwjaxki,dwj79rk,direct,1522455070.0
dwjcg93,dwjaxki,direct,1522456508.0
dwjhhyc,dwjaxki,direct,1522461244.0
dwjipuk,dwjhhyc,direct,1522462401.0
dwjkqj9,dwjipuk,direct,1522464356.0
dwklf4a,88h8rh,direct,1522512532.0
dwklsb8,dwklf4a,direct,1522513449.0
dwkl60w,88h8rh,direct,1522511909.0
dwkl7v0,dwkl60w,direct,1522512036.0
dwkmgqc,88h8rh,direct,1522515190.0
dwkmlfi,dwkmgqc,direct,1522515531.0
dwknbmm,dwkmlfi,direct,1522517512.0
dwkmnsw,88h8rh,direct,1522515704.0
dwknt0a,88h8rh,direct,1522518819.0
dwkuf8s,88h8rh,direct,1522532285.0
dwkl7le,88h8rh,direct,1522512018.0
dwklkhp,dwkl7le,direct,1522512900.0
dwkl3ge,88h8rh,direct,1522511738.0
dwk2oaz,88exhy,direct,1522483976.0
dwk3iso,dwk2oaz,direct,1522485009.0
dwk4lto,dwk3iso,direct,1522486343.0
dwkdfcf,dwk3iso,direct,1522497619.0
dwk44gp,dwk2oaz,direct,1522485753.0
dwk4j2u,dwk44gp,direct,1522486251.0
dwk3y94,dwk2oaz,direct,1522485545.0
dwk4pv6,dwk3y94,direct,1522486479.0
dwl1e4o,dwk3y94,direct,1522541018.0
dwkbddn,dwk2oaz,direct,1522494901.0
dwkfq4m,dwkbddn,direct,1522500950.0
dwkarln,88exhy,direct,1522494103.0
dwkcamn,dwkarln,direct,1522496109.0
dwkdkpj,dwkcamn,direct,1522497825.0
dwk2ne7,88exhy,direct,1522483944.0
dwk2mmo,88exhy,direct,1522483918.0
dwk2oiz,88exhy,direct,1522483984.0
dwk3d9n,88exhy,direct,1522484821.0
dwk8dh1,88exhy,direct,1522491046.0
dwk9g9p,88exhy,direct,1522492410.0
dwkcjxf,88exhy,direct,1522496441.0
dwkl50i,88exhy,direct,1522511842.0
dwl19md,dwkl50i,direct,1522540876.0
dwk2ot5,88exhy,direct,1522483993.0
dwk388c,dwk2ot5,direct,1522484653.0
dwk6d7n,dwk388c,direct,1522488529.0
dwk5ara,88exhy,direct,1522487207.0
dwk8wrz,88ex0n,direct,1522491713.0
dwk2osm,88ex0n,direct,1522483993.0
dwk5f0w,dwk2osm,direct,1522487356.0
dwkoirp,dwk5f0w,direct,1522520723.0
dwkpmg1,dwkoirp,direct,1522523531.0
dwkpyfq,dwkpmg1,direct,1522524334.0
dwkqmi2,dwkpyfq,direct,1522525821.0
dwkrs9x,dwkqmi2,direct,1522528058.0
dwkt7g0,dwkrs9x,direct,1522530463.0
dwk5lx0,dwk2osm,direct,1522487596.0
dwk7qee,dwk5lx0,direct,1522490235.0
dwkd10k,dwk5lx0,direct,1522497081.0
dwk4uqt,88ex0n,direct,1522486646.0
dwk37qk,88ex0n,direct,1522484636.0
dwkdab2,88ex0n,direct,1522497432.0
dwitkol,8874jj,direct,1522430515.0
dwj32ka,dwitkol,direct,1522447231.0
dwju6fs,dwj32ka,direct,1522474004.0
dwk60m9,dwju6fs,direct,1522488099.0
dwklc28,dwk60m9,direct,1522512317.0
dwisigs,8874jj,direct,1522427868.0
dwjlybd,8874jj,direct,1522465550.0
dwizdcl,8874jj,direct,1522442471.0
dwjyn0j,dwizdcl,direct,1522479102.0
dwj1wjj,8874jj,direct,1522445879.0
dwjdb2p,8874jj,direct,1522457312.0
dwk9061,dwjdb2p,direct,1522491833.0
dwkkzrz,88h54y,direct,1522511488.0
dwkt48o,88ih5z,direct,1522530319.0
dwkt53k,dwkt48o,direct,1522530356.0
dwkz8t9,dwkt53k,direct,1522538546.0
dwkte2r,88ih5z,direct,1522530747.0
dwktufq,dwkte2r,direct,1522531430.0
dwkvqhi,dwktufq,direct,1522534141.0
dwkxj8v,88ih5z,direct,1522536463.0
dwkufif,88ih5z,direct,1522532295.0
dwkuipg,dwkufif,direct,1522532428.0
dwkv569,dwkuipg,direct,1522533329.0
dwkzn4l,dwkv569,direct,1522539014.0
dwkvbja,88ih5z,direct,1522533579.0
dwkwbp8,88ih5z,direct,1522534909.0
dwkzpob,88ih5z,direct,1522539099.0
dwk6ya5,88ctw4,direct,1522489255.0
dwk8b8w,88ctw4,direct,1522490966.0
dwk8dg4,88ctw4,direct,1522491045.0
dwkmxcl,88ctw4,direct,1522516413.0
dwhdooa,881653,direct,1522370536.0
dwhldif,dwhdooa,direct,1522377135.0
dwho66k,dwhldif,direct,1522379598.0
dwhqsw6,dwho66k,direct,1522381936.0
dwhrw1u,dwhqsw6,direct,1522382910.0
dwhz9se,dwhrw1u,direct,1522389729.0
dwipeb4,dwhz9se,direct,1522420821.0
dwi5jqh,dwhqsw6,direct,1522396152.0
dwipcvy,dwi5jqh,direct,1522420739.0
dwi4wei,dwhqsw6,direct,1522395471.0
dwi6lhq,dwho66k,direct,1522397262.0
dwi2j8y,dwhldif,direct,1522392993.0
dwhcout,881653,direct,1522369689.0
dwhf2oe,dwhcout,direct,1522371709.0
dwhg4t5,dwhf2oe,direct,1522372613.0
dwhgwsb,dwhg4t5,direct,1522373275.0
dwhhzpw,dwhgwsb,direct,1522374209.0
dwi20mn,dwhhzpw,direct,1522392466.0
dwiwl5k,dwi20mn,direct,1522437640.0
dwi7fk0,dwhg4t5,direct,1522398140.0
dwi9l3n,dwi7fk0,direct,1522400391.0
dwipi7h,dwi9l3n,direct,1522421044.0
dwir4um,dwipi7h,direct,1522424576.0
dwiajrh,dwi7fk0,direct,1522401422.0
dwhr3dl,dwhf2oe,direct,1522382192.0
dwhxeb6,dwhr3dl,direct,1522387908.0
dwi3o0h,dwhcout,direct,1522394183.0
dwi5vo6,dwhcout,direct,1522396500.0
dwi0os6,dwhcout,direct,1522391138.0
dwhxeb2,dwhcout,direct,1522387907.0
dwhxfwx,dwhxeb2,direct,1522387949.0
dwhqpc3,dwhcout,direct,1522381850.0
dwhs5r7,dwhqpc3,direct,1522383149.0
dwimw9v,dwhs5r7,direct,1522416258.0
dwj1tdd,dwimw9v,direct,1522445772.0
dwjmn9v,dwj1tdd,direct,1522466254.0
dwimut5,dwhcout,direct,1522416194.0
dwh7wwm,881653,direct,1522365562.0
dwhliny,dwh7wwm,direct,1522377259.0
dwhxvzo,dwhliny,direct,1522388376.0
dwhyrqy,dwhxvzo,direct,1522389237.0
dwingax,dwhyrqy,direct,1522417200.0
dwi601z,dwhxvzo,direct,1522396634.0
dwhoivu,dwhliny,direct,1522379911.0
dwih40s,dwhoivu,direct,1522408622.0
dwi9osp,dwhoivu,direct,1522400498.0
dwhlro3,dwhliny,direct,1522377478.0
dwhnsof,dwhlro3,direct,1522379264.0
dwhq9gx,dwhlro3,direct,1522381463.0
dwhnq9q,dwhlro3,direct,1522379204.0
dwhth3a,dwhliny,direct,1522384297.0
dwhrj08,dwhliny,direct,1522382580.0
dwi4hbz,dwhliny,direct,1522395028.0
dwi9q85,dwi4hbz,direct,1522400540.0
dwinhi0,dwi9q85,direct,1522417256.0
dwjrf7g,dwinhi0,direct,1522471085.0
dwjznvj,dwjrf7g,direct,1522480331.0
dwk025c,dwjznvj,direct,1522480803.0
dwke85t,dwk025c,direct,1522498737.0
dwhulff,dwhliny,direct,1522385303.0
dwhv3fr,dwhulff,direct,1522385741.0
dwhzaoh,dwhv3fr,direct,1522389755.0
dwi1ok4,dwhzaoh,direct,1522392124.0
dwjatif,dwi1ok4,direct,1522454962.0
dwiqrvu,dwhliny,direct,1522423762.0
dwi5y4c,dwh7wwm,direct,1522396574.0
dwh4zin,881653,direct,1522362896.0
dwhldv6,dwh4zin,direct,1522377145.0
dwixpj3,dwhldv6,direct,1522439792.0
dwhig7g,881653,direct,1522374604.0
dwhz67s,dwhig7g,direct,1522389631.0
dwhvp87,881653,direct,1522386300.0
dwhg9yg,881653,direct,1522372733.0
dwhvol5,dwhg9yg,direct,1522386283.0
dwigz2x,dwhvol5,direct,1522408463.0
dwhys4k,dwhg9yg,direct,1522389247.0
dwhorvc,881653,direct,1522380131.0
dwhwfeh,881653,direct,1522386992.0
dwhnk9t,881653,direct,1522379055.0
dwhn7mi,881653,direct,1522378747.0
dwi7ww5,881653,direct,1522398637.0
dwhg5wm,881653,direct,1522372639.0
dwhgz9y,dwhg5wm,direct,1522373335.0
dwhi5jt,881653,direct,1522374347.0
dwhl0ye,dwhi5jt,direct,1522376835.0
dwhlk93,dwhl0ye,direct,1522377298.0
dwho97c,dwhlk93,direct,1522379672.0
dwho3f6,881653,direct,1522379528.0
dwhk6ww,881653,direct,1522376109.0
dwhkwne,881653,direct,1522376730.0
dwhy10l,881653,direct,1522388510.0
dwhy1st,881653,direct,1522388531.0
dwhyepa,881653,direct,1522388876.0
dwjrh7z,dwhyepa,direct,1522471144.0
dwjtdvw,dwjrh7z,direct,1522473151.0
dwhzzpd,881653,direct,1522390451.0
dwialog,881653,direct,1522401478.0
dwibikc,881653,direct,1522402448.0
dwid7hb,dwibikc,direct,1522404246.0
dwiedq0,dwid7hb,direct,1522405535.0
dwihlkx,dwiedq0,direct,1522409196.0
dwiyrx4,dwihlkx,direct,1522441567.0
dwidcig,881653,direct,1522404400.0
dwh67zg,881653,direct,1522364037.0
dwh9f87,dwh67zg,direct,1522366880.0
dwhv3o3,dwh9f87,direct,1522385747.0
dwhx44w,dwhv3o3,direct,1522387637.0
dwi4edw,dwhx44w,direct,1522394943.0
dwhb845,dwh67zg,direct,1522368425.0
dwhbw3s,dwhb845,direct,1522369001.0
dwhg5aq,dwhbw3s,direct,1522372625.0
dwhgqoq,dwhg5aq,direct,1522373130.0
dwhi3r2,dwhgqoq,direct,1522374307.0
dwhzlw0,dwhi3r2,direct,1522390069.0
dwhov4q,dwhi3r2,direct,1522380210.0
